,index,Rating,car_year,brand_name,date,review,review for sentiment analysis,sentiment score,relative sentiments
3368,28883,4.0,2003,Mercedes-Benz,2018-09-11,sl made bit sl500 year issue plastic part shifter box got stuck san broke jot shift gear looked followed direction took shift knob beat shifter slept smacked time allow shift make sure put park pulled console took shifter box replace broken plastic replacement made alluminum put next issue suspension dash light time telling low rr shock leaking said wanted shock found place make conversion coil corner suspension cost old shock 's mode time live az driving snow putting chain replaced ac compressor grand altornator go took bcm part 's worse lot fun get way look compliment spend week driving f150 f350 getting small big change 's nice toy,"['sl', 'made', 'bit', 'sl500', 'year', 'issue', 'plastic', 'part', 'shifter', 'box', 'got', 'stuck', 'san', 'broke', 'jot', 'shift', 'gear', 'looked', 'followed', 'direction', 'took', 'shift', 'knob', 'beat', 'shifter', 'slept', 'smacked', 'time', 'allow', 'shift', 'make', 'sure', 'put', 'park', 'pulled', 'console', 'took', 'shifter', 'box', 'replace', 'broken', 'plastic', 'replacement', 'made', 'alluminum', 'put', 'next', 'issue', 'suspension', 'dash', 'light', 'time', 'telling', 'low', 'rr', 'shock', 'leaking', 'said', 'wanted', 'shock', 'found', 'place', 'make', 'conversion', 'coil', 'corner', 'suspension', 'cost', 'old', 'shock', ""'s"", 'mode', 'time', 'live', 'az', 'driving', 'snow', 'putting', 'chain', 'replaced', 'ac', 'compressor', 'grand', 'altornator', 'go', 'took', 'bcm', 'part', ""'s"", 'worse', 'lot', 'fun', 'get', 'way', 'look', 'compliment', 'spend', 'week', 'driving', 'f150', 'f350', 'getting', 'small', 'big', 'change', ""'s"", 'nice', 'toy']","{'neg': 0.159, 'neu': 0.716, 'pos': 0.125, 'compound': -0.5423}",negative
3369,28887,3.0,2003,Mercedes-Benz,2015-12-22,loved sold avoid future bad year extended warranty expire 'm thinking 's time sell bumper bumper used warranty many thing fixed deductible horrible reputation reliability torn,"['loved', 'sold', 'avoid', 'future', 'bad', 'year', 'extended', 'warranty', 'expire', ""'m"", 'thinking', ""'s"", 'time', 'sell', 'bumper', 'bumper', 'used', 'warranty', 'many', 'thing', 'fixed', 'deductible', 'horrible', 'reputation', 'reliability', 'torn']","{'neg': 0.31, 'neu': 0.582, 'pos': 0.108, 'compound': -0.743}",negative
3370,28888,1.0,2003,Mercedes-Benz,2015-11-17,known every stay far aware abc failure sl500s sl550s allowed sell united states dangerous problem driving time failure imagine shock coming mph imagine everyone sold fail % fail sound class action lawsuit able push lemon door plain greed complete lack value human life lost respect,"['known', 'every', 'stay', 'far', 'aware', 'abc', 'failure', 'sl500s', 'sl550s', 'allowed', 'sell', 'united', 'states', 'dangerous', 'problem', 'driving', 'time', 'failure', 'imagine', 'shock', 'coming', 'mph', 'imagine', 'everyone', 'sold', 'fail', '%', 'fail', 'sound', 'class', 'action', 'lawsuit', 'able', 'push', 'lemon', 'door', 'plain', 'greed', 'complete', 'lack', 'value', 'human', 'life', 'lost', 'respect']","{'neg': 0.449, 'neu': 0.432, 'pos': 0.119, 'compound': -0.9678}",negative
3371,28889,2.0,2003,Mercedes-Benz,2015-07-16,poorly built sold sl designo year many trip dealer repair problem supposed quality car.dealer told keep warrantee cost lost much value sold.this money pit need expensive repair month looking reliable stay,"['poorly', 'built', 'sold', 'sl', 'designo', 'year', 'many', 'trip', 'dealer', 'repair', 'problem', 'supposed', 'quality', 'car.dealer', 'told', 'keep', 'warrantee', 'cost', 'lost', 'much', 'value', 'sold.this', 'money', 'pit', 'need', 'expensive', 'repair', 'month', 'looking', 'reliable', 'stay']","{'neg': 0.141, 'neu': 0.791, 'pos': 0.068, 'compound': -0.3818}",negative
3372,28890,3.5,2003,Mercedes-Benz,2015-06-20,damn broke seems shop last year year ton service record abc going srs system week sos flashing trunk open ac quit shop say going expensive fix thing thinking parking front yard filling dirt making expensive planter,"['damn', 'broke', 'seems', 'shop', 'last', 'year', 'year', 'ton', 'service', 'record', 'abc', 'going', 'srs', 'system', 'week', 'sos', 'flashing', 'trunk', 'open', 'ac', 'quit', 'shop', 'say', 'going', 'expensive', 'fix', 'thing', 'thinking', 'parking', 'front', 'yard', 'filling', 'dirt', 'making', 'expensive', 'planter']","{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.7845}",negative
3373,28898,3.0,2003,Mercedes-Benz,2007-02-01,sl500 dog year nothing trouble brake battery/electrical problem towed gave look sitting garage,"['sl500', 'dog', 'year', 'nothing', 'trouble', 'brake', 'battery/electrical', 'problem', 'towed', 'gave', 'look', 'sitting', 'garage']","{'neg': 0.169, 'neu': 0.689, 'pos': 0.141, 'compound': -0.1134}",negative
3374,28903,3.1875,2003,Mercedes-Benz,2004-05-07,sl500 gps,"['sl500', 'gps']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
3375,28904,2.0,2003,Mercedes-Benz,2003-12-13,falling apart many problems brakes trunk noises smells roof noise many others,"['falling', 'apart', 'many', 'problems', 'brakes', 'trunk', 'noises', 'smells', 'roof', 'noise', 'many', 'others']","{'neg': 0.301, 'neu': 0.699, 'pos': 0.0, 'compound': -0.5106}",negative
3376,28908,2.625,2003,Mercedes-Benz,2003-11-08,look reliability disappointing monthly basis small problem excellent service dept dealership able correct problem handle relates mechanical design know low profile tire allow rim get nicked pending classaction suit body flex noise roof latch part mb idea correct poor investment u get better price sorry mb wonder u nbr list jdp..,"['look', 'reliability', 'disappointing', 'monthly', 'basis', 'small', 'problem', 'excellent', 'service', 'dept', 'dealership', 'able', 'correct', 'problem', 'handle', 'relates', 'mechanical', 'design', 'know', 'low', 'profile', 'tire', 'allow', 'rim', 'get', 'nicked', 'pending', 'classaction', 'suit', 'body', 'flex', 'noise', 'roof', 'latch', 'part', 'mb', 'idea', 'correct', 'poor', 'investment', 'u', 'get', 'better', 'price', 'sorry', 'mb', 'wonder', 'u', 'nbr', 'list', 'jdp..']","{'neg': 0.237, 'neu': 0.629, 'pos': 0.134, 'compound': -0.6808}",negative
3377,28926,3.875,2003,Mercedes-Benz,2003-08-15,stupid blue light nice top daytime blue light disappear dash board vital info lost gps throw alway worthless top us trim k mart owned many mb spent attention detail got cheap plastic interior exterior sl500 make used spend get little mirror eliminate blind spot,"['stupid', 'blue', 'light', 'nice', 'top', 'daytime', 'blue', 'light', 'disappear', 'dash', 'board', 'vital', 'info', 'lost', 'gps', 'throw', 'alway', 'worthless', 'top', 'us', 'trim', 'k', 'mart', 'owned', 'many', 'mb', 'spent', 'attention', 'detail', 'got', 'cheap', 'plastic', 'interior', 'exterior', 'sl500', 'make', 'used', 'spend', 'get', 'little', 'mirror', 'eliminate', 'blind', 'spot']","{'neg': 0.233, 'neu': 0.612, 'pos': 0.155, 'compound': -0.6527}",negative
3378,28931,4.0,2003,Mercedes-Benz,2003-07-24,sl500 bad sl500 dream nightmare look drive awesome week shop time front xenon headlight continues stop working make 's dangerous night driving service dept figure solution jaguar look sitting garage,"['sl500', 'bad', 'sl500', 'dream', 'nightmare', 'look', 'drive', 'awesome', 'week', 'shop', 'time', 'front', 'xenon', 'headlight', 'continues', 'stop', 'working', 'make', ""'s"", 'dangerous', 'night', 'driving', 'service', 'dept', 'figure', 'solution', 'jaguar', 'look', 'sitting', 'garage']","{'neg': 0.214, 'neu': 0.583, 'pos': 0.204, 'compound': -0.1027}",negative
3379,28963,1.625,2007,Mercedes-Benz,2013-06-20,stalled time pulling waiting minute start took time dealer problem found.i hear grinding sound dealer say normal heard car soon warranty expired problem dealer claimed compression cable broke cost hear noise gear shift high rpm.went get smog said get steady rpm perform test.this week door handle broke cost say mbz poor quality.buying mbz 1984-2007 never,"['stalled', 'time', 'pulling', 'waiting', 'minute', 'start', 'took', 'time', 'dealer', 'problem', 'found.i', 'hear', 'grinding', 'sound', 'dealer', 'say', 'normal', 'heard', 'car', 'soon', 'warranty', 'expired', 'problem', 'dealer', 'claimed', 'compression', 'cable', 'broke', 'cost', 'hear', 'noise', 'gear', 'shift', 'high', 'rpm.went', 'get', 'smog', 'said', 'get', 'steady', 'rpm', 'perform', 'test.this', 'week', 'door', 'handle', 'broke', 'cost', 'say', 'mbz', 'poor', 'quality.buying', 'mbz', '1984-2007', 'never']","{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.9442}",negative
3380,28985,3.5,2007,Mercedes-Benz,2006-06-14,nothing exceed exce stylish average mpg cheap vinyl visor sits low getting average quality leather terrible navigation command system technology radio shack computer outdated 6-cd changer keep a/c auto get loud awful mildew smell emits inside unevaporated h2o pump system thing day cupholder = handling sl550 better sc430 interior wood ergonomics better sound system sl550 build quality sub-par bad buy sense prestige 's best- 's,"['nothing', 'exceed', 'exce', 'stylish', 'average', 'mpg', 'cheap', 'vinyl', 'visor', 'sits', 'low', 'getting', 'average', 'quality', 'leather', 'terrible', 'navigation', 'command', 'system', 'technology', 'radio', 'shack', 'computer', 'outdated', '6-cd', 'changer', 'keep', 'a/c', 'auto', 'get', 'loud', 'awful', 'mildew', 'smell', 'emits', 'inside', 'unevaporated', 'h2o', 'pump', 'system', 'thing', 'day', 'cupholder', '=', 'handling', 'sl550', 'better', 'sc430', 'interior', 'wood', 'ergonomics', 'better', 'sound', 'system', 'sl550', 'build', 'quality', 'sub-par', 'bad', 'buy', 'sense', 'prestige', ""'s"", 'best-', ""'s""]","{'neg': 0.149, 'neu': 0.724, 'pos': 0.127, 'compound': -0.1779}",negative
3381,29017,1.0,2011,Mercedes-Benz,2018-01-03,wonder lost war run designed us expensive part poor quality reminds mid junk detroit put dumped avoid buy ford anything,"['wonder', 'lost', 'war', 'run', 'designed', 'us', 'expensive', 'part', 'poor', 'quality', 'reminds', 'mid', 'junk', 'detroit', 'put', 'dumped', 'avoid', 'buy', 'ford', 'anything']","{'neg': 0.486, 'neu': 0.514, 'pos': 0.0, 'compound': -0.9217}",negative
3382,29035,3.0,2009,Mercedes-Benz,2010-03-23,buy look lack many thing handling horsepower weight ratio disappointing z06 run circle many control hard use antiquated true full instrumentation idiot light high maintenance cost small petty thing make regular service department afford include maintenance cost pay lose value year thing consider pleasant enough sunday cruiser money disappointing,"['buy', 'look', 'lack', 'many', 'thing', 'handling', 'horsepower', 'weight', 'ratio', 'disappointing', 'z06', 'run', 'circle', 'many', 'control', 'hard', 'use', 'antiquated', 'true', 'full', 'instrumentation', 'idiot', 'light', 'high', 'maintenance', 'cost', 'small', 'petty', 'thing', 'make', 'regular', 'service', 'department', 'afford', 'include', 'maintenance', 'cost', 'pay', 'lose', 'value', 'year', 'thing', 'consider', 'pleasant', 'enough', 'sunday', 'cruiser', 'money', 'disappointing']","{'neg': 0.293, 'neu': 0.578, 'pos': 0.129, 'compound': -0.8316}",negative
3383,29063,3.75,2005,Mercedes-Benz,2004-10-11,le owned sl55 month different problem requiring dealer service top closing failed electronic display module al disappointed low end torque e55 bit cornering loud accelerate mb sound system ok whole package better large killer look thats 7th mb likely last,"['le', 'owned', 'sl55', 'month', 'different', 'problem', 'requiring', 'dealer', 'service', 'top', 'closing', 'failed', 'electronic', 'display', 'module', 'al', 'disappointed', 'low', 'end', 'torque', 'e55', 'bit', 'cornering', 'loud', 'accelerate', 'mb', 'sound', 'system', 'ok', 'whole', 'package', 'better', 'large', 'killer', 'look', 'thats', '7th', 'mb', 'likely', 'last']","{'neg': 0.285, 'neu': 0.588, 'pos': 0.127, 'compound': -0.8625}",negative
3384,29114,3.125,1999,Mercedes-Benz,2005-10-25,sl fun quality workmanship leaf lot desired gas mileage chassis bolt retightened knob vent broke plastic cover sun visor broken oil leak area trunk opened key % time button key speed control lever fell driver door arm rest disfigured resting arm part grille fell caused accident replaced water pump glove box opening mechanism broke many problem old ford pinto,"['sl', 'fun', 'quality', 'workmanship', 'leaf', 'lot', 'desired', 'gas', 'mileage', 'chassis', 'bolt', 'retightened', 'knob', 'vent', 'broke', 'plastic', 'cover', 'sun', 'visor', 'broken', 'oil', 'leak', 'area', 'trunk', 'opened', 'key', '%', 'time', 'button', 'key', 'speed', 'control', 'lever', 'fell', 'driver', 'door', 'arm', 'rest', 'disfigured', 'resting', 'arm', 'part', 'grille', 'fell', 'caused', 'accident', 'replaced', 'water', 'pump', 'glove', 'box', 'opening', 'mechanism', 'broke', 'many', 'problem', 'old', 'ford', 'pinto']","{'neg': 0.234, 'neu': 0.692, 'pos': 0.075, 'compound': -0.8885}",negative
3385,29127,2.75,2004,Mercedes-Benz,2008-05-04,poser least reliable experienced needs frequent unscheduled visit repair shop first priority quality reliability fails regard hp irrelevant sitting dealer repair shop,"['poser', 'least', 'reliable', 'experienced', 'needs', 'frequent', 'unscheduled', 'visit', 'repair', 'shop', 'first', 'priority', 'quality', 'reliability', 'fails', 'regard', 'hp', 'irrelevant', 'sitting', 'dealer', 'repair', 'shop']","{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.4215}",negative
3386,29144,4.0,2004,Mercedes-Benz,2003-12-23,tooo small,"['tooo', 'small']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
3387,29147,4.0,2004,Mercedes-Benz,2017-07-23,sl expensive repair electronics,"['sl', 'expensive', 'repair', 'electronics']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
3388,29148,1.0,2004,Mercedes-Benz,2016-03-30,"total nightmare purchased pre-owned sl600 spring problem occurred leaving lot dash displayed tpms issue brought find sensor installed add tire less mo/3,000 hydraulic suspension hose burst lowering ground replacement repair mechanic able clear suspension error system.jump couple month tire blowout due mended cracked wheel dealer kind enough cover replacement water pump failed next couple year ownership racked service history brake assist system failure replacement suspension part interior exterior door handle folding roof mechanism wheel bearing battery differential replacement several issue regular expensive maintenance repairs service exceeded % original purchase price cheap warranty covered half this.with total day shop roadside breakdown year get pretty familiar model loaner program nice price pay keep drivable hired service operating cost le including gas tire consumables.the humiliating laughing stock office feared driving safety anticipating next catastrophic repair returned explained needed least way see dealer aware many issue ’ disclose thoroughly inspect sort purchase explanation acceptable purchase product","['total', 'nightmare', 'purchased', 'pre-owned', 'sl600', 'spring', 'problem', 'occurred', 'leaving', 'lot', 'dash', 'displayed', 'tpms', 'issue', 'brought', 'find', 'sensor', 'installed', 'add', 'tire', 'less', 'mo/3,000', 'hydraulic', 'suspension', 'hose', 'burst', 'lowering', 'ground', 'replacement', 'repair', 'mechanic', 'able', 'clear', 'suspension', 'error', 'system.jump', 'couple', 'month', 'tire', 'blowout', 'due', 'mended', 'cracked', 'wheel', 'dealer', 'kind', 'enough', 'cover', 'replacement', 'water', 'pump', 'failed', 'next', 'couple', 'year', 'ownership', 'racked', 'service', 'history', 'brake', 'assist', 'system', 'failure', 'replacement', 'suspension', 'part', 'interior', 'exterior', 'door', 'handle', 'folding', 'roof', 'mechanism', 'wheel', 'bearing', 'battery', 'differential', 'replacement', 'several', 'issue', 'regular', 'expensive', 'maintenance', 'repairs', 'service', 'exceeded', '%', 'original', 'purchase', 'price', 'cheap', 'warranty', 'covered', 'half', 'this.with', 'total', 'day', 'shop', 'roadside', 'breakdown', 'year', 'get', 'pretty', 'familiar', 'model', 'loaner', 'program', 'nice', 'price', 'pay', 'keep', 'drivable', 'hired', 'service', 'operating', 'cost', 'le', 'including', 'gas', 'tire', 'consumables.the', 'humiliating', 'laughing', 'stock', 'office', 'feared', 'driving', 'safety', 'anticipating', 'next', 'catastrophic', 'repair', 'returned', 'explained', 'needed', 'least', 'way', 'see', 'dealer', 'aware', 'many', 'issue', '’', 'disclose', 'thoroughly', 'inspect', 'sort', 'purchase', 'explanation', 'acceptable', 'purchase', 'product']","{'neg': 0.134, 'neu': 0.741, 'pos': 0.126, 'compound': -0.1027}",negative
